tweet,sentiment,product
"411. ""Just discovered my iPhone's home button is stuck at #DigitalTechExpo. Apple, your quality control is a joke! #StuckButton""",Negative emotion,Apple
"412. ""Apple's latest update slowed down my iPhone at #InnovationConvention. They're deliberately sabotaging older devices! #SlowDown""",Negative emotion,Apple
"413. ""My iPhone's touchscreen is erratic at #TechExhibition. Apple, this is unacceptable! #ErraticTouchscreen""",Negative emotion,Apple
"414. ""Just updated my iPhone's software and now it's freezing at #GadgetSummit. Thanks for the inconvenience, Apple! #FreezingSoftware""",Negative emotion,Apple
"415. ""Apple's customer service at #DigitalTechSummit is terrible. They don't know how to treat their customers! #TerribleService""",Negative emotion,Apple
"416. ""My iPhone's battery drains rapidly at #InnovateTechFair. Apple, this is ridiculous! #RapidBatteryDrain""",Negative emotion,Apple
"417. ""Apple's latest keynote at #TechConvention was a disaster. No new ideas, just rehashed concepts! #DisastrousKeynote""",Negative emotion,Apple
"418. ""My iPhone's software keeps crashing at #InnovationExpo. Apple, why can't you fix these bugs? #SoftwareCrash""",Negative emotion,Apple
"419. ""Just discovered my iPhone's camera lens is scratched at #TechSummit. Apple, your products are too fragile! #ScratchedLens""",Negative emotion,Apple
"420. ""Apple's latest update erased all my data at #DigitalInnovationExpo. Thanks for the data loss, Apple! #DataErasure""",Negative emotion,Apple
"421. ""My iPhone's speaker volume is barely audible at #GadgetConvention. Apple, your quality control is non-existent! #BarelyAudibleVolume""",Negative emotion,Apple
"422. ""Just updated my iPhone's software and now it won't connect to Wi-Fi at #TechExhibition. Thanks for the inconvenience, Apple! #WiFiFailure""",Negative emotion,Apple
"423. ""Apple's customer service at #InnovateTechSummit is appalling. They don't care about their customers at all! #NegligentService""",Negative emotion,Apple
"424. ""My iPhone's battery overheats at #DigitalInnovationConvention. Apple, this is a serious safety hazard! #BatteryOverheat""",Negative emotion,Apple
"425. ""Apple's presence at #TechSummit is laughable. They've lost touch with reality! #OutOfTouch""",Negative emotion,Apple
"426. ""My iPhone's camera keeps crashing at #GadgetConvention. Apple, why can't you get anything right? #CameraFailure""",Negative emotion,Apple
"427. ""Just discovered my iPhone's home button is stuck at #DigitalTechExpo. Apple, your quality control is a joke! #StuckButton""",Negative emotion,Apple
"428. ""Apple's latest update slowed down my iPhone at #InnovationConvention. They're deliberately sabotaging older devices! #SlowDown""",Negative emotion,Apple
"429. ""My iPhone's touchscreen is erratic at #TechExhibition. Apple, this is unacceptable! #ErraticTouchscreen""",Negative emotion,Apple
"430. ""Just updated my iPhone's software and now it's freezing at #GadgetSummit. Thanks for the inconvenience, Apple! #FreezingSoftware""",Negative emotion,Apple
"431. ""Apple's customer service at #DigitalTechSummit is terrible. They don't know how to treat their customers! #TerribleService""",Negative emotion,Apple
"432. ""My iPhone's battery drains rapidly at #InnovateTechFair. Apple, this is ridiculous! #RapidBatteryDrain""",Negative emotion,Apple
"433. ""Apple's latest keynote at #TechConvention was a disaster. No new ideas, just rehashed concepts! #DisastrousKeynote""",Negative emotion,Apple
"434. ""My iPhone's software keeps crashing at #InnovationExpo. Apple, why can't you fix these bugs? #SoftwareCrash""",Negative emotion,Apple
"435. ""Just discovered my iPhone's camera lens is scratched at #TechSummit. Apple, your products are too fragile! #ScratchedLens""",Negative emotion,Apple
"436. ""Apple's latest update erased all my data at #DigitalInnovationExpo. Thanks for the data loss, Apple! #DataErasure""",Negative emotion,Apple
"437. ""My iPhone's speaker volume is barely audible at #GadgetConvention. Apple, your quality control is non-existent! #BarelyAudibleVolume""",Negative emotion,Apple
"438. ""Just updated my iPhone's software and now it won't connect to Wi-Fi at #TechExhibition. Thanks for the inconvenience, Apple! #WiFiFailure""",Negative emotion,Apple
"439. ""Apple's customer service at #InnovateTechSummit is appalling. They don't care about their customers at all! #NegligentService""",Negative emotion,Apple
"440. ""My iPhone's battery overheats at #DigitalInnovationConvention. Apple, this is a serious safety hazard! #BatteryOverheat""",Negative emotion,Apple
"441. ""Apple's presence at #TechSummit is laughable. They've lost touch with reality! #OutOfTouch""",Negative emotion,Apple
"442. ""My iPhone's camera keeps crashing at #GadgetConvention. Apple, why can't you get anything right? #CameraFailure""",Negative emotion,Apple
"443. ""Just discovered my iPhone's home button is stuck at #DigitalTechExpo. Apple, your quality control is a joke! #StuckButton""",Negative emotion,Apple
"444. ""Apple's latest update slowed down my iPhone at #InnovationConvention. They're deliberately sabotaging older devices! #SlowDown""",Negative emotion,Apple
"445. ""My iPhone's touchscreen is erratic at #TechExhibition. Apple, this is unacceptable! #ErraticTouchscreen""",Negative emotion,Apple
"446. ""Just updated my iPhone's software and now it's freezing at #GadgetSummit. Thanks for the inconvenience, Apple! #FreezingSoftware""",Negative emotion,Apple
"447. ""Apple's customer service at #DigitalTechSummit is terrible. They don't know how to treat their customers! #TerribleService""",Negative emotion,Apple
"448. ""My iPhone's battery drains rapidly at #InnovateTechFair. Apple, this is ridiculous! #RapidBatteryDrain""",Negative emotion,Apple
"449. ""Apple's latest keynote at #TechConvention was a disaster. No new ideas, just rehashed concepts! #DisastrousKeynote""",Negative emotion,Apple
"450. ""My iPhone's software keeps crashing at #InnovationExpo. Apple, why can't you fix these bugs? #SoftwareCrash""",Negative emotion,Apple
"451. ""Just discovered my iPhone's camera lens is scratched at #TechSummit. Apple, your products are too fragile! #ScratchedLens""",Negative emotion,Apple
"452. ""Apple's latest update erased all my data at #DigitalInnovationExpo. Thanks for the data loss, Apple! #DataErasure""",Negative emotion,Apple
"453. ""My iPhone's speaker volume is barely audible at #GadgetConvention. Apple, your quality control is non-existent! #BarelyAudibleVolume""",Negative emotion,Apple
"454. ""Just updated my iPhone's software and now it won't connect to Wi-Fi at #TechExhibition. Thanks for the inconvenience, Apple! #WiFiFailure""",Negative emotion,Apple
"455. ""Apple's customer service at #InnovateTechSummit is appalling. They don't care about their customers at all! #NegligentService""",Negative emotion,Apple
"456. ""My iPhone's battery overheats at #DigitalInnovationConvention. Apple, this is a serious safety hazard! #BatteryOverheat""",Negative emotion,Apple
"457. ""Apple's presence at #TechSummit is laughable. They've lost touch with reality! #OutOfTouch""",Negative emotion,Apple
"458. ""My iPhone's camera keeps crashing at #GadgetConvention. Apple, why can't you get anything right? #CameraFailure""",Negative emotion,Apple
"459. ""Just discovered my iPhone's home button is stuck at #DigitalTechExpo. Apple, your quality control is a joke! #StuckButton""",Negative emotion,Apple
"460. ""Apple's latest update slowed down my iPhone at #InnovationConvention. They're deliberately sabotaging older devices! #SlowDown""",Negative emotion,Apple
"461. ""My iPhone's touchscreen is erratic at #TechExhibition. Apple, this is unacceptable! #ErraticTouchscreen""",Negative emotion,Apple
"462. ""Just updated my iPhone's software and now it's freezing at #GadgetSummit. Thanks for the inconvenience, Apple! #FreezingSoftware""",Negative emotion,Apple
"463. ""Apple's customer service at #DigitalTechSummit is terrible. They don't know how to treat their customers! #TerribleService""",Negative emotion,Apple
"464. ""My iPhone's battery drains rapidly at #InnovateTechFair. Apple, this is ridiculous! #RapidBatteryDrain""",Negative emotion,Apple
"465. ""Apple's latest keynote at #TechConvention was a disaster. No new ideas, just rehashed concepts! #DisastrousKeynote""",Negative emotion,Apple
"466. ""My iPhone's software keeps crashing at #InnovationExpo. Apple, why can't you fix these bugs? #SoftwareCrash""",Negative emotion,Apple
"467. ""Just discovered my iPhone's camera lens is scratched at #TechSummit. Apple, your products are too fragile! #ScratchedLens""",Negative emotion,Apple
"468. ""Apple's latest update erased all my data at #DigitalInnovationExpo. Thanks for the data loss, Apple! #DataErasure""",Negative emotion,Apple
"469. ""My iPhone's speaker volume is barely audible at #GadgetConvention. Apple, your quality control is non-existent! #BarelyAudibleVolume""",Negative emotion,Apple
"470. ""Just updated my iPhone's software and now it won't connect to Wi-Fi at #TechExhibition. Thanks for the inconvenience, Apple! #WiFiFailure""",Negative emotion,Apple
"471. ""Apple's customer service at #InnovateTechSummit is appalling. They don't care about their customers at all! #NegligentService""",Negative emotion,Apple
"472. ""My iPhone's battery overheats at #DigitalInnovationConvention. Apple, this is a serious safety hazard! #BatteryOverheat""",Negative emotion,Apple
"473. ""Apple's presence at #TechSummit is laughable. They've lost touch with reality! #OutOfTouch""",Negative emotion,Apple
"474. ""My iPhone's camera keeps crashing at #GadgetConvention. Apple, why can't you get anything right? #CameraFailure""",Negative emotion,Apple
"475. ""Just discovered my iPhone's home button is stuck at #DigitalTechExpo. Apple, your quality control is a joke! #StuckButton""",Negative emotion,Apple
Can't believe my iPhone 5's battery dies by noon every day. #BatteryFail,Negative emotion,Apple
Still waiting for Apple Maps to actually get me to the right location without detours. #MapsMislead,Negative emotion,Apple
Why does the iPhone 5s still not have a larger screen? Other phones are way ahead. #SmallScreen,Negative emotion,Apple
The iOS 7 update has made my iPhone 4s unbearably slow. #iOS7Slows,Negative emotion,Apple
My new MacBook Air's battery doesn’t last as long as they claimed it would. #BatteryDisappointment,Negative emotion,Apple
Trying to get a straight answer from Apple support is like pulling teeth. #SupportHeadache,Negative emotion,Apple
The iPad Mini's screen resolution is a joke compared to competitors. #LowRes,Negative emotion,Apple
Upgraded to iOS 7 and now my apps crash more than ever. #iOS7Crash,Negative emotion,Apple
Apple TV still lacks so many features that other streaming boxes offer. #AppleTVLimitations,Negative emotion,Apple
Can’t believe the iPhone 5c is just a pricier version of last year's model in plastic. #iPhone5cFail,Negative emotion,Apple
The Lightning connector made all my old accessories obsolete overnight. #LightningIssues,Negative emotion,Apple
MacBook Pro still overheating if I use it for more than an hour. #Overheating,Negative emotion,Apple
The cover for the iPad is smart until it starts scratching the screen. #SmartCoverScratch,Negative emotion,Apple
Why does the iPhone 5s camera still struggle in low light? #CameraLimitations,Negative emotion,Apple
The lack of customizability in iOS is frustrating compared to Android. #iOSRestrictions,Negative emotion,Apple
iOS 7 looks like a kid's toy. Miss the professional look of iOS 6. #iOS7DesignFail,Negative emotion,Apple
iCloud syncing issues have doubled my work instead of simplifying it. #iCloudSyncIssues,Negative emotion,Apple
"Siri still can't understand basic commands. It's 2013, Apple! #SiriFails",Negative emotion,Apple
The iPad's Safari browser crashes repeatedly during browsing sessions. #SafariCrashes,Negative emotion,Apple
I miss Google Maps on my iPhone. Apple Maps is a poor substitute. #MapsDowngrade,Negative emotion,Apple
My MacBook Air's fan noise is like a jet engine. So much for whisper-quiet. #LoudFan,Negative emotion,Apple
The iPhone 5c feels like a step back with its plastic casing. #CheapFeel,Negative emotion,Apple
Apple's promise of revolutionary products has turned into just minor tweaks. #LackOfInnovation,Negative emotion,Apple
Retina Display is great until you see the price tag of the MacBook Pro. #ExpensiveRetina,Negative emotion,Apple
iOS 7 drains my iPhone battery faster than I can charge it. #BatteryDrain,Negative emotion,Apple
The Apple Watch is a nice gadget but hardly revolutionary. #AppleWatchHype,Negative emotion,Apple
Why am I forced to use iTunes? It’s bloated and slow. #iTunesComplaints,Negative emotion,Apple
The new iMac's fusion drive sounds good on paper but doesn't deliver much speed. #FusionDriveHype,Negative emotion,Apple
iPhone 5s still using an 8-megapixel camera when others are far ahead. #CameraBehind,Negative emotion,Apple
My iPad Mini lacks the power to run newer games smoothly. #iPadMiniPowerLack,Negative emotion,Apple
The amount of pre-installed apps on my iPhone that I can't delete is ridiculous. #Bloatware,Negative emotion,Apple
Apple's AirPlay is buggy and disconnects frequently. #AirPlayIssues,Negative emotion,Apple
The aluminum body of my iPhone scratches way too easily. #ScratchEasy,Negative emotion,Apple
Why does the MacBook Pro still have such a heavy body? #HeavyMacBook,Negative emotion,Apple
"Apple's ""innovation"" now seems to be just adding a new color or minor feature. #InnovationStagnation",Negative emotion,Apple
Still can't watch Flash videos on my iPad. When will Apple get with the times? #NoFlash,Negative emotion,Apple
The magnetic connector on the MacBook Pro disconnects too easily. #MagSafeProblems,Negative emotion,Apple
My iPhone 5s fingerprint sensor works only half the time. #TouchIDUnreliable,Negative emotion,Apple
Miss when Apple products were exciting and actually worth the upgrade. #NoExcitement,Negative emotion,Apple
The iPad Air is lighter but feels more fragile in the hands. #FragileiPadAir,Negative emotion,Apple
Every update of iOS just seems to make my devices slower. #iOSUpdatesSlow,Negative emotion,Apple
The lack of a proper file system on the iPad makes productivity a joke. #iPadProductivityFail,Negative emotion,Apple
"iPhone 5s gold color looks tacky, not premium. #TackyGoldiPhone",Negative emotion,Apple
Apple's prices are skyrocketing with no real justification. #ApplePriceHike,Negative emotion,Apple
"The glossy finish on the iMac is too reflective, hard to see in bright light. #iMacReflections",Negative emotion,Apple
"Got the newest iPod Touch, and the battery life is worse than the older model. #iPodTouchBatteryFail",Negative emotion,Apple
Apple's version of multitasking is so limited compared to what Android offers. #MultitaskingFail,Negative emotion,Apple
"The iPhone 5 speaker is too quiet, can barely hear it in a slightly noisy environment. #QuietSpeaker",Negative emotion,Apple
Why can't Apple make a water-resistant iPhone? Everyone else has. #NoWaterResistance,Negative emotion,Apple
The App Store's search function is terrible. Can't find anything I need. #AppStoreSearchFail,Negative emotion,Apple
Disappointed with the build quality of the iPhone 5c; doesn't feel like an Apple product. #BuildQuality,Negative emotion,Apple
iOS 7 has too many gimmicks that don't improve user experience. #GimmickyiOS7,Negative emotion,Apple
The restriction on setting default apps on my iPhone is maddening. #DefaultAppRestrictions,Negative emotion,Apple
Apple's hype about security is undermined by frequent iCloud breaches. #iCloudSecurityIssues,Negative emotion,Apple
The iPhone 5c's colors are fun but mask the fact it's just old tech. #OldTechNewColors,Negative emotion,Apple
The retina display on MacBooks is good but causes eye strain over long periods. #RetinaStrain,Negative emotion,Apple
"MacBook Air still lacks a high-resolution screen. It's time, Apple. #LowResScreen",Negative emotion,Apple
Frustrated that Apple still hasn't integrated NFC into the iPhone. #NoNFC,Negative emotion,Apple
iPhone 5s feels the same as the last one. Where's the innovation? #SameOldiPhone,Negative emotion,Apple
"Apple talks up environmental friendliness but changes chargers, creating more waste. #EnvironmentalHypocrisy",Negative emotion,Apple
The lack of expandable storage on all Apple devices is a major limitation. #NoExpandableStorage,Negative emotion,Apple
The Siri update didn't improve recognition accuracy at all. Still useless. #SiriNoImprovement,Negative emotion,Apple
Can't customize my iPhone interface without jailbreaking it. #NoCustomization,Negative emotion,Apple
Apple's decision to not include a YouTube app in iOS 6 was a huge mistake. #MissingYouTube,Negative emotion,Apple
The constant demand to upgrade to the latest iOS version is annoying. #ForcedUpgrades,Negative emotion,Apple
Apple products are becoming more about status than actual utility. #StatusOverUtility,Negative emotion,Apple
The base model storage on the iPhone is laughably inadequate. #InadequateStorage,Negative emotion,Apple
Apple's keynote was all fluff and no substance. Disappointed. #KeynoteDisappointment,Negative emotion,Apple
The iPhone's Wi-Fi connectivity issues have never been fully resolved. #WiFiIssues,Negative emotion,Apple
Apple's claims of the most durable glass are not reflected in the real-world durability. #GlassDurabilityFail,Negative emotion,Apple
The exclusion of an SD card slot on the MacBook is a deal-breaker for many. #NoSDCard,Negative emotion,Apple
"The Apple Store is always too crowded, making it hard to get any real help. #CrowdedAppleStore",Negative emotion,Apple
iPhone 5s adding a slow-motion camera isn't groundbreaking. It's catching up. #SlowMotionCatchUp,Negative emotion,Apple
The new Safari version is clunky and has taken a step back in usability. #SafariStepBack,Negative emotion,Apple
Disappointed that the new iMac doesn't come with a DVD drive anymore. #NoDVDDrive,Negative emotion,Apple
Apple's minimalist remote for Apple TV is too simplistic and lacks essential buttons. #MinimalistRemoteFail,Negative emotion,Apple
The battery replacement cost for my iPhone is almost as much as a new phone. #ExpensiveBatteryReplacement,Negative emotion,Apple
"Apple's move to Lightning was just a cash grab, forcing everyone to buy new accessories. #LightningCashGrab",Negative emotion,Apple
The camera improvements in the iPhone 5s are minimal at best. #MinimalCameraImprovements,Negative emotion,Apple
"Apple's ""innovative"" iOS 7 looks like a rip-off of Android features. #iOS7AndroidRipoff",Negative emotion,Apple
Still can't get a full day's use from my iPhone without charging. #PoorBatteryLife,Negative emotion,Apple
The iPad Mini should have come with a retina display from the start. #RetinaDelay,Negative emotion,Apple
Apple's warranty doesn't cover most common issues customers face. #WarrantyLimitations,Negative emotion,Apple
The new Mac Pro is prohibitively expensive for the average consumer. #ExpensiveMacPro,Negative emotion,Apple
Apple's iOS 7 flat design is hard on the eyes and less intuitive. #FlatDesignFail,Negative emotion,Apple
"The Apple ecosystem locks you in, making it costly to switch to anything else. #EcosystemLockIn",Negative emotion,Apple
Disappointed by the lack of flash support in iOS. Still can't view many websites properly. #FlashSupport,Negative emotion,Apple
The iPhone's proprietary charging port is inconvenient and user-unfriendly. #ProprietaryCharging,Negative emotion,Apple
The lack of a proper manual in Apple products leaves users guessing. #NoManual,Negative emotion,Apple
"Apple's move to remove Google Maps was a downgrade, not an upgrade. #MapsDowngrade",Negative emotion,Apple
The Apple Pencil's compatibility is too limited and should work with more models. #PencilCompatibility,Negative emotion,Apple
Frustrated by the lack of NFC on the iPhone when it's standard on other devices. #NFCNeeded,Negative emotion,Apple
The new iMac's thinner design doesn't justify the removal of essential features. #DesignOverFunction,Negative emotion,Apple
iPhone 5s' gold option is just a gimmick to distract from the lack of real updates. #GoldGimmick,Negative emotion,Apple
Disappointed with the minimal storage options on the base model iPhones. #MinimalStorage,Negative emotion,Apple
Apple's decision to prioritize thinness over battery life was a poor choice. #BatteryOverDesign,Negative emotion,Apple
The constant software updates are more annoying than helpful. #AnnoyingUpdates,Negative emotion,Apple
Apple's high repair costs make it cheaper to replace than fix. #HighRepairCosts,Negative emotion,Apple
"The iPad Mini is just an expensive toy, not a serious tool for work. #ExpensiveToy",Negative emotion,Apple
Apple's control over app approvals stifles innovation and choice in the App Store. #AppApprovalControl,Negative emotion,Apple
iOS 7's new interface is a huge step back in usability. #iOS7Disaster,Negative emotion,Apple
"The iPhone 5s still lacks a full HD screen, which is disappointing. #HDNotReally",Negative emotion,Apple
Why is there no expandable memory option on any Apple device? #NoExpandability,Negative emotion,Apple
Apple's iPad Mini is overpriced for its mediocre specs. #OverpricedMini,Negative emotion,Apple
The battery life on the MacBook Air is nowhere near what was promised. #BatteryLie,Negative emotion,Apple
Still can't believe Apple removed the YouTube app from iOS. Huge inconvenience. #MissingYouTube,Negative emotion,Apple
"The new iMac is thinner but offers no real advantage over the older, more versatile models. #FormOverFunction",Negative emotion,Apple
The Lightning connector change has made all my previous accessories useless. #AccessoryNightmare,Negative emotion,Apple
Apple Maps led me astray again. Miss the reliability of Google Maps. #LostWithAppleMaps,Negative emotion,Apple
The iPhone 5c looks cheap but isn’t priced cheaply. #CheapButExpensive,Negative emotion,Apple
Apple's iCloud service is so unreliable. Lost documents again! #iCloudFail,Negative emotion,Apple
The lack of a proper back button in iOS is endlessly frustrating. #NeedBackButton,Negative emotion,Apple
The MacBook's new retina display is a battery hog. #RetinaDrainsBattery,Negative emotion,Apple
The iOS 7 update has completely messed up my workflow on the iPad. #iOS7WorkflowDisaster,Negative emotion,Apple
"Apple's customer service used to be good. Now, it's just frustrating. #ServiceDecline",Negative emotion,Apple
The iPhone 5s overheats with just a bit of heavy use. #iPhoneOverheating,Negative emotion,Apple
Why does the iPad still not support multiple user accounts? #iPadMultiUserFail,Negative emotion,Apple
iOS 7 looks childish and feels like a step backward. #iOS7Childish,Negative emotion,Apple
The new Safari on iOS 7 crashes more than it works. #SafariCrashes,Negative emotion,Apple
Disappointed that Apple still hasn't fixed the antenna issue on the iPhone 5. #AntennaGateContinues,Negative emotion,Apple
The fingerprint sensor on the iPhone 5s is gimmicky and unreliable. #TouchIDGimmick,Negative emotion,Apple
Can't customize anything significant on my iPhone without jailbreaking. #LockedDown,Negative emotion,Apple
Apple’s claim of an all-day battery on the MacBook Air is misleading. #BatteryMyth,Negative emotion,Apple
Why do I need to buy a whole new set of chargers for the new iPhone? #ChargerOverkill,Negative emotion,Apple
The iPhone 5c's color options are the only new thing about it. #ColorWithoutSubstance,Negative emotion,Apple
The iPad Mini with Retina display is too expensive for what it offers. #RetinaMiniOverpriced,Negative emotion,Apple
Apple's decision to prioritize form over function in its product design is disappointing. #DesignOverUsefulness,Negative emotion,Apple
"iOS updates are supposed to improve performance, not degrade it. #iOSUpdateFail",Negative emotion,Apple
The iPhone's lack of NFC is a significant oversight in 2013. #NoNFC,Negative emotion,Apple
Apple's handling of the iCloud security is not reassuring. #iCloudSecurityIssues,Negative emotion,Apple
The cost of upgrading to the latest iPhone is getting ridiculous. #UpgradeCosts,Negative emotion,Apple
The new Mac Pro looks unique but isn't practical for most users. #ImpracticalDesign,Negative emotion,Apple
The iMac's lack of upgradability is a major downside. #iMacNoUpgrade,Negative emotion,Apple
Apple's iOS 7 has made my older devices painfully slow. #iOS7Slowdown,Negative emotion,Apple
The Apple TV lacks the features and flexibility offered by competitors. #AppleTVLimited,Negative emotion,Apple
Disappointed by the minimal improvement in camera quality with the iPhone 5s. #MinimalCameraUpgrade,Negative emotion,Apple
The lack of flash in the iPad's camera is a glaring omission. #iPadNoFlash,Negative emotion,Apple
Apple's obsession with thinness leads to compromised battery life. #ThinButShortLived,Negative emotion,Apple
The aluminum casing of the iPhone is prone to scratches and dents. #AluminumProblems,Negative emotion,Apple
The exclusion of a standard USB port on the MacBook is frustrating. #NoUSB,Negative emotion,Apple
Apple's premium pricing strategy is becoming increasingly hard to justify. #ApplePricing,Negative emotion,Apple
The iPhone 5s's slow-motion video is a nice gimmick but not a game-changer. #SlowMotionGimmick,Negative emotion,Apple
The iPad's screen is still prone to smudging and glare. #ScreenGlare,Negative emotion,Apple
Apple's limited file management system makes professional use challenging. #FileManagementFail,Negative emotion,Apple
The Magic Mouse is stylish but lacks ergonomic support. #MagicMouseFail,Negative emotion,Apple
iCloud's file syncing is too confusing and unreliable for serious use. #iCloudSyncIssues,Negative emotion,Apple
The camera upgrade in the iPhone 5s does not justify the high price. #OverpricedUpgrade,Negative emotion,Apple
iOS 7's multitasking doesn't compare to what's available on Android. #MultitaskingBehind,Negative emotion,Apple
"Apple's innovation seems to have stalled, with only incremental updates lately. #InnovationStalled",Negative emotion,Apple
The constant iTunes updates are annoying and seldom improve anything. #iTunesUpdates,Negative emotion,Apple
Apple's approach to recycling old devices is not as green as they claim. #Greenwashing,Negative emotion,Apple
The lack of stereo speakers on the iPhone is disappointing. #MonoSound,Negative emotion,Apple
The new MacBook's lack of an Ethernet port is a step backwards. #EthernetGone,Negative emotion,Apple
The iPhone 5s's color accuracy issues with the camera are annoying. #ColorAccuracyFail,Negative emotion,Apple
Apple's glossy displays are difficult to view in bright lighting. #GlossyDisplayIssues,Negative emotion,Apple
The new iOS interface is less intuitive and more difficult to navigate. #iOSConfusion,Negative emotion,Apple
Apple still hasn't addressed the limited storage space on base model devices. #StorageLimitations,Negative emotion,Apple
The iPad's lack of Adobe Flash support limits its internet usability. #NoFlashSupport,Negative emotion,Apple
The absence of water resistance in the iPhone is a major oversight. #NoWaterResistance,Negative emotion,Apple
The new Mac Pro's cylindrical design is not suited for all workspaces. #MacProDesignFlaw,Negative emotion,Apple
The cost of Apple accessories is unjustifiably high. #AccessoryCosts,Negative emotion,Apple
Apple's Siri still lags behind Google's voice assistant in terms of functionality. #SiriVsGoogle,Negative emotion,Apple
The lack of a user-replaceable battery in the MacBook is a major inconvenience. #BatteryReplacement,Negative emotion,Apple
iOS 7's AirDrop feature rarely works as smoothly as advertised. #AirDropFail,Negative emotion,Apple
The Apple Store's Genius Bar is often overcrowded and underwhelming in service. #GeniusBarFail,Negative emotion,Apple
"The iPhone's camera struggles in low light conditions, despite claims. #LowLightIssues",Negative emotion,Apple
Apple's move to a lightning connector has rendered so many accessories obsolete. #LightningProblem,Negative emotion,Apple
The new iMac sacrifices too much for its ultra-thin design. #iMacDesignCompromise,Negative emotion,Apple
Apple's software updates are too frequent and too disruptive. #FrequentUpdates,Negative emotion,Apple
The iPhone 5s does not feel like a significant upgrade over the 5. #IncrementalUpgrade,Negative emotion,Apple
Disappointed with the poor durability of the iPad screen. #iPadScreenDurability,Negative emotion,Apple
The MacBook's glossy screen makes it difficult to work in bright environments. #ScreenReflections,Negative emotion,Apple
Apple's claim of superior user experience doesn't hold up with the latest updates. #UXDecline,Negative emotion,Apple
The iPad Mini should have had a retina display from the beginning. #RetinaDelayed,Negative emotion,Apple
Apple's pricing for higher storage models is exorbitant. #HighStorageCosts,Negative emotion,Apple
The new MacBook Air's performance is underwhelming for power users. #MacBookAirPerformance,Negative emotion,Apple
iOS 7's visual changes are a step back in terms of accessibility. #AccessibilityIssues,Negative emotion,Apple
The iPhone's proprietary connectors create unnecessary hassle and expense. #ProprietaryConnectors,Negative emotion,Apple
Apple's lack of support for older devices forces unnecessary upgrades. #ForcedUpgrades,Negative emotion,Apple
The battery life on the iPhone 5s is inadequate for a modern smartphone. #InadequateBattery,Negative emotion,Apple
Disappointed that the iPad Air doesn't feature more advanced multitasking capabilities. #MultitaskingiPadAir,Negative emotion,Apple
The Apple Watch's dependency on the iPhone limits its usefulness. #AppleWatchDependency,Negative emotion,Apple
Apple's emphasis on device thinness over battery performance is misguided. #ThinnessOverBattery,Negative emotion,Apple
The lack of true multitasking on the iPad is a significant limitation. #iPadTrueMultitasking,Negative emotion,Apple
Apple's control over the app ecosystem stifles innovation and choice. #AppEcosystemControl,Negative emotion,Apple
The high cost of entry for the latest Apple devices excludes many potential users. #HighEntryCost,Negative emotion,Apple
The MacBook Pro's lack of ports necessitates expensive adapters. #MacBookProPorts,Negative emotion,Apple
iOS 7 feels like it's designed more for style than functionality. #StyleOverFunctioniOS7,Negative emotion,Apple
The iPhone 5s's motion sensor inaccuracies affect gaming and navigation apps. #SensorInaccuracy,Negative emotion,Apple
Apple's cloud services lack the robustness and features of competitors. #CloudServicesLacking,Negative emotion,Apple
The Apple TV's lack of app diversity makes it less appealing than competitors. #AppleTVAppDiversity,Negative emotion,Apple
Frustrated by the limited customization options on iOS devices. #LimitedCustomization,Negative emotion,Apple
The iPhone 5s gold model seems like a desperate attempt to attract buyers. #GoldModelGimmick,Negative emotion,Apple
The MacBook Air's lack of a Retina display is a missed opportunity. #NoRetinaMacBookAir,Negative emotion,Apple
Apple's decision to remove the 30-pin connector has frustrated many users. #ConnectorChangeFrustration,Negative emotion,Apple
The absence of a comprehensive file management system in iOS is a major flaw. #iOSFileManagement,Negative emotion,Apple
The cost of repairing an iPhone screen is prohibitively high. #HighRepairCost,Negative emotion,Apple
Apple's approach to software updates often leaves older devices less functional. #UpdatesHarmOldDevices,Negative emotion,Apple
The iPad's inability to support multiple active apps is frustrating. #NoActiveMultitasking,Negative emotion,Apple
Apple's high prices do not always equate to high quality or performance. #HighPriceLowValue,Negative emotion,Apple
The iPhone's minimalistic design sacrifices comfort and ergonomics. #DesignOverComfort,Negative emotion,Apple
Disappointed by the lack of significant improvements in the iPhone 5s camera. #CameraImprovementsNeeded,Negative emotion,Apple
The new iMac storage options are too limited and too expensive. #iMacStorageOptions,Negative emotion,Apple
The MacBook Pro's battery life diminishes quickly with heavy use. #MacBookProBatteryLife,Negative emotion,Apple
iOS 7's redesigned interface is unintuitive and a step backward. #iOS7InterfaceStepBack,Negative emotion,Apple
The limited RAM in the base model MacBook Air affects its performance significantly. #LimitedRAM,Negative emotion,Apple
Apple's strategy of releasing slightly updated models each year is frustrating. #AnnualMinimalUpdates,Negative emotion,Apple
"The iPhone 5s lacks true innovation, just minor updates. #LackOfInnovationiPhone5s",Negative emotion,Apple
Apple's focus on thin and light devices compromises their durability and functionality. #CompromisedDurability,Negative emotion,Apple
The glossy finish on Apple devices is prone to scratches and fingerprints. #GlossyFinishProblems,Negative emotion,Apple
Frustrated by Apple's restrictive ecosystem which limits third-party app capabilities. #RestrictiveEcosystem,Negative emotion,Apple
The new MacBook Pro's price is too high for the incremental updates it offers. #MacBookProPrice,Negative emotion,Apple
The iPad Mini's lack of a Retina display until late into its life cycle was a major oversight. #LateRetina,Negative emotion,Apple
